"ID","DCE_version","task","choice_forced","choice_tx","choice_best","goal1","form1","mag1","dir1","goal2","form2","mag2","dir2","goal3","form3","mag3","dir3"
"d9db3f92-9a2e-ff1e-d1de-08f027154c58",1,"1",2,1,2,90,"donate",160,"neg",60,"cash",500,"pos","SQ","SQ","SQ","SQ"
"d9db3f92-9a2e-ff1e-d1de-08f027154c58",1,"2",1,1,1,90,"cash",500,"neg",60,"donate",300,"pos","SQ","SQ","SQ","SQ"
"d9db3f92-9a2e-ff1e-d1de-08f027154c58",1,"3",2,1,2,30,"donate",160,"pos",90,"cash",300,"neg","SQ","SQ","SQ","SQ"
"d9db3f92-9a2e-ff1e-d1de-08f027154c58",1,"4",1,1,1,30,"cash",500,"pos",60,"donate",300,"neg","SQ","SQ","SQ","SQ"
"d9db3f92-9a2e-ff1e-d1de-08f027154c58",1,"5",2,1,2,90,"voucher",160,"pos",30,"cash",300,"neg","SQ","SQ","SQ","SQ"
"d9db3f92-9a2e-ff1e-d1de-08f027154c58",1,"6",1,1,1,30,"cash",500,"neg",90,"voucher",300,"pos","SQ","SQ","SQ","SQ"
"d9db3f92-9a2e-ff1e-d1de-08f027154c58",1,"7",2,1,2,30,"donate",300,"neg",60,"voucher",160,"pos","SQ","SQ","SQ","SQ"
"d9db3f92-9a2e-ff1e-d1de-08f027154c58",1,"8",2,1,2,90,"donate",300,"pos",30,"voucher",160,"neg","SQ","SQ","SQ","SQ"
"6f4b7be8-590b-861a-41a4-4c6077fa903b",1,"1",2,0,0,90,"donate",160,"neg",60,"cash",500,"pos","SQ","SQ","SQ","SQ"
"6f4b7be8-590b-861a-41a4-4c6077fa903b",1,"2",1,0,0,90,"cash",500,"neg",60,"donate",300,"pos","SQ","SQ","SQ","SQ"
"6f4b7be8-590b-861a-41a4-4c6077fa903b",1,"3",2,0,0,30,"donate",160,"pos",90,"cash",300,"neg","SQ","SQ","SQ","SQ"
"6f4b7be8-590b-861a-41a4-4c6077fa903b",1,"4",1,0,0,30,"cash",500,"pos",60,"donate",300,"neg","SQ","SQ","SQ","SQ"
"6f4b7be8-590b-861a-41a4-4c6077fa903b",1,"5",2,0,0,90,"voucher",160,"pos",30,"cash",300,"neg","SQ","SQ","SQ","SQ"
"6f4b7be8-590b-861a-41a4-4c6077fa903b",1,"6",1,0,0,30,"cash",500,"neg",90,"voucher",300,"pos","SQ","SQ","SQ","SQ"
"6f4b7be8-590b-861a-41a4-4c6077fa903b",1,"7",2,0,0,30,"donate",300,"neg",60,"voucher",160,"pos","SQ","SQ","SQ","SQ"
"6f4b7be8-590b-861a-41a4-4c6077fa903b",1,"8",2,0,0,90,"donate",300,"pos",30,"voucher",160,"neg","SQ","SQ","SQ","SQ"
"6e4dbe89-85c3-3d82-47c5-8966697e504b",1,"1",2,1,2,90,"donate",160,"neg",60,"cash",500,"pos","SQ","SQ","SQ","SQ"
"6e4dbe89-85c3-3d82-47c5-8966697e504b",1,"2",1,1,1,90,"cash",500,"neg",60,"donate",300,"pos","SQ","SQ","SQ","SQ"
"6e4dbe89-85c3-3d82-47c5-8966697e504b",1,"3",2,1,2,30,"donate",160,"pos",90,"cash",300,"neg","SQ","SQ","SQ","SQ"
"6e4dbe89-85c3-3d82-47c5-8966697e504b",1,"4",1,1,1,30,"cash",500,"pos",60,"donate",300,"neg","SQ","SQ","SQ","SQ"
"6e4dbe89-85c3-3d82-47c5-8966697e504b",1,"5",2,1,2,90,"voucher",160,"pos",30,"cash",300,"neg","SQ","SQ","SQ","SQ"
"6e4dbe89-85c3-3d82-47c5-8966697e504b",1,"6",1,1,1,30,"cash",500,"neg",90,"voucher",300,"pos","SQ","SQ","SQ","SQ"
"6e4dbe89-85c3-3d82-47c5-8966697e504b",1,"7",1,1,1,30,"donate",300,"neg",60,"voucher",160,"pos","SQ","SQ","SQ","SQ"
"6e4dbe89-85c3-3d82-47c5-8966697e504b",1,"8",1,NA,NA,90,"donate",300,"pos",30,"voucher",160,"neg","SQ","SQ","SQ","SQ"
"2df2863c-e16a-0d63-f870-b1d986dd36fb",1,"1",2,1,2,90,"donate",160,"neg",60,"cash",500,"pos","SQ","SQ","SQ","SQ"
"2df2863c-e16a-0d63-f870-b1d986dd36fb",1,"2",2,1,2,90,"cash",500,"neg",60,"donate",300,"pos","SQ","SQ","SQ","SQ"
"2df2863c-e16a-0d63-f870-b1d986dd36fb",1,"3",2,1,2,30,"donate",160,"pos",90,"cash",300,"neg","SQ","SQ","SQ","SQ"
"2df2863c-e16a-0d63-f870-b1d986dd36fb",1,"4",2,1,2,30,"cash",500,"pos",60,"donate",300,"neg","SQ","SQ","SQ","SQ"
"2df2863c-e16a-0d63-f870-b1d986dd36fb",1,"5",2,1,2,90,"voucher",160,"pos",30,"cash",300,"neg","SQ","SQ","SQ","SQ"
"2df2863c-e16a-0d63-f870-b1d986dd36fb",1,"6",1,1,1,30,"cash",500,"neg",90,"voucher",300,"pos","SQ","SQ","SQ","SQ"
"2df2863c-e16a-0d63-f870-b1d986dd36fb",1,"7",2,1,2,30,"donate",300,"neg",60,"voucher",160,"pos","SQ","SQ","SQ","SQ"
"2df2863c-e16a-0d63-f870-b1d986dd36fb",1,"8",2,1,2,90,"donate",300,"pos",30,"voucher",160,"neg","SQ","SQ","SQ","SQ"
"9c2980fd-0fe6-7f18-23b1-b702fd1a1e31",1,"1",2,1,2,90,"donate",160,"neg",60,"cash",500,"pos","SQ","SQ","SQ","SQ"
"9c2980fd-0fe6-7f18-23b1-b702fd1a1e31",1,"2",1,0,0,90,"cash",500,"neg",60,"donate",300,"pos","SQ","SQ","SQ","SQ"
"9c2980fd-0fe6-7f18-23b1-b702fd1a1e31",1,"3",1,0,0,30,"donate",160,"pos",90,"cash",300,"neg","SQ","SQ","SQ","SQ"
"9c2980fd-0fe6-7f18-23b1-b702fd1a1e31",1,"4",1,1,1,30,"cash",500,"pos",60,"donate",300,"neg","SQ","SQ","SQ","SQ"
"9c2980fd-0fe6-7f18-23b1-b702fd1a1e31",1,"5",2,1,2,90,"voucher",160,"pos",30,"cash",300,"neg","SQ","SQ","SQ","SQ"
"9c2980fd-0fe6-7f18-23b1-b702fd1a1e31",1,"6",2,0,0,30,"cash",500,"neg",90,"voucher",300,"pos","SQ","SQ","SQ","SQ"
"9c2980fd-0fe6-7f18-23b1-b702fd1a1e31",1,"7",1,1,1,30,"donate",300,"neg",60,"voucher",160,"pos","SQ","SQ","SQ","SQ"
"9c2980fd-0fe6-7f18-23b1-b702fd1a1e31",1,"8",2,1,2,90,"donate",300,"pos",30,"voucher",160,"neg","SQ","SQ","SQ","SQ"
"76ac2672-b5d2-a6ba-a63e-1187326f62b5",1,"1",2,NA,NA,90,"donate",160,"neg",60,"cash",500,"pos","SQ","SQ","SQ","SQ"
"76ac2672-b5d2-a6ba-a63e-1187326f62b5",1,"2",1,0,0,90,"cash",500,"neg",60,"donate",300,"pos","SQ","SQ","SQ","SQ"
"76ac2672-b5d2-a6ba-a63e-1187326f62b5",1,"3",1,1,1,30,"donate",160,"pos",90,"cash",300,"neg","SQ","SQ","SQ","SQ"
"76ac2672-b5d2-a6ba-a63e-1187326f62b5",1,"4",1,1,1,30,"cash",500,"pos",60,"donate",300,"neg","SQ","SQ","SQ","SQ"
"76ac2672-b5d2-a6ba-a63e-1187326f62b5",1,"5",2,1,2,90,"voucher",160,"pos",30,"cash",300,"neg","SQ","SQ","SQ","SQ"
"76ac2672-b5d2-a6ba-a63e-1187326f62b5",1,"6",1,1,1,30,"cash",500,"neg",90,"voucher",300,"pos","SQ","SQ","SQ","SQ"
"76ac2672-b5d2-a6ba-a63e-1187326f62b5",1,"7",1,1,1,30,"donate",300,"neg",60,"voucher",160,"pos","SQ","SQ","SQ","SQ"
"76ac2672-b5d2-a6ba-a63e-1187326f62b5",1,"8",2,0,0,90,"donate",300,"pos",30,"voucher",160,"neg","SQ","SQ","SQ","SQ"
"cc62d3df-82d5-653d-6893-e449eca61413",1,"1",2,1,2,90,"donate",160,"neg",60,"cash",500,"pos","SQ","SQ","SQ","SQ"
"cc62d3df-82d5-653d-6893-e449eca61413",1,"2",2,1,2,90,"cash",500,"neg",60,"donate",300,"pos","SQ","SQ","SQ","SQ"
"cc62d3df-82d5-653d-6893-e449eca61413",1,"3",1,1,1,30,"donate",160,"pos",90,"cash",300,"neg","SQ","SQ","SQ","SQ"
"cc62d3df-82d5-653d-6893-e449eca61413",1,"4",1,NA,NA,30,"cash",500,"pos",60,"donate",300,"neg","SQ","SQ","SQ","SQ"
"cc62d3df-82d5-653d-6893-e449eca61413",1,"5",2,1,2,90,"voucher",160,"pos",30,"cash",300,"neg","SQ","SQ","SQ","SQ"
"cc62d3df-82d5-653d-6893-e449eca61413",1,"6",1,1,1,30,"cash",500,"neg",90,"voucher",300,"pos","SQ","SQ","SQ","SQ"
"cc62d3df-82d5-653d-6893-e449eca61413",1,"7",1,1,1,30,"donate",300,"neg",60,"voucher",160,"pos","SQ","SQ","SQ","SQ"
"cc62d3df-82d5-653d-6893-e449eca61413",1,"8",2,1,2,90,"donate",300,"pos",30,"voucher",160,"neg","SQ","SQ","SQ","SQ"
"0daaff38-55a7-9195-a174-c8812c34c2f4",1,"1",2,1,2,90,"donate",160,"neg",60,"cash",500,"pos","SQ","SQ","SQ","SQ"
"0daaff38-55a7-9195-a174-c8812c34c2f4",1,"2",2,NA,NA,90,"cash",500,"neg",60,"donate",300,"pos","SQ","SQ","SQ","SQ"
"0daaff38-55a7-9195-a174-c8812c34c2f4",1,"3",2,NA,NA,30,"donate",160,"pos",90,"cash",300,"neg","SQ","SQ","SQ","SQ"
"0daaff38-55a7-9195-a174-c8812c34c2f4",1,"4",2,1,2,30,"cash",500,"pos",60,"donate",300,"neg","SQ","SQ","SQ","SQ"
"0daaff38-55a7-9195-a174-c8812c34c2f4",1,"5",2,1,2,90,"voucher",160,"pos",30,"cash",300,"neg","SQ","SQ","SQ","SQ"
"0daaff38-55a7-9195-a174-c8812c34c2f4",1,"6",2,1,2,30,"cash",500,"neg",90,"voucher",300,"pos","SQ","SQ","SQ","SQ"
"0daaff38-55a7-9195-a174-c8812c34c2f4",1,"7",2,1,2,30,"donate",300,"neg",60,"voucher",160,"pos","SQ","SQ","SQ","SQ"
"0daaff38-55a7-9195-a174-c8812c34c2f4",1,"8",2,1,2,90,"donate",300,"pos",30,"voucher",160,"neg","SQ","SQ","SQ","SQ"
"2984d946-001c-342b-8e0a-eeaf3432d593",1,"1",2,1,2,90,"donate",160,"neg",60,"cash",500,"pos","SQ","SQ","SQ","SQ"
"2984d946-001c-342b-8e0a-eeaf3432d593",1,"2",1,1,1,90,"cash",500,"neg",60,"donate",300,"pos","SQ","SQ","SQ","SQ"
"2984d946-001c-342b-8e0a-eeaf3432d593",1,"3",2,1,2,30,"donate",160,"pos",90,"cash",300,"neg","SQ","SQ","SQ","SQ"
"2984d946-001c-342b-8e0a-eeaf3432d593",1,"4",1,1,1,30,"cash",500,"pos",60,"donate",300,"neg","SQ","SQ","SQ","SQ"
"2984d946-001c-342b-8e0a-eeaf3432d593",1,"5",2,1,2,90,"voucher",160,"pos",30,"cash",300,"neg","SQ","SQ","SQ","SQ"
"2984d946-001c-342b-8e0a-eeaf3432d593",1,"6",1,1,1,30,"cash",500,"neg",90,"voucher",300,"pos","SQ","SQ","SQ","SQ"
"2984d946-001c-342b-8e0a-eeaf3432d593",1,"7",2,1,2,30,"donate",300,"neg",60,"voucher",160,"pos","SQ","SQ","SQ","SQ"
"2984d946-001c-342b-8e0a-eeaf3432d593",1,"8",2,1,2,90,"donate",300,"pos",30,"voucher",160,"neg","SQ","SQ","SQ","SQ"
"245290c5-da5b-0e27-5889-a77948d90f1e",1,"1",2,1,2,90,"donate",160,"neg",60,"cash",500,"pos","SQ","SQ","SQ","SQ"
"245290c5-da5b-0e27-5889-a77948d90f1e",1,"2",2,0,0,90,"cash",500,"neg",60,"donate",300,"pos","SQ","SQ","SQ","SQ"
"245290c5-da5b-0e27-5889-a77948d90f1e",1,"3",1,0,0,30,"donate",160,"pos",90,"cash",300,"neg","SQ","SQ","SQ","SQ"
"245290c5-da5b-0e27-5889-a77948d90f1e",1,"4",1,1,1,30,"cash",500,"pos",60,"donate",300,"neg","SQ","SQ","SQ","SQ"
"245290c5-da5b-0e27-5889-a77948d90f1e",1,"5",2,1,2,90,"voucher",160,"pos",30,"cash",300,"neg","SQ","SQ","SQ","SQ"
"245290c5-da5b-0e27-5889-a77948d90f1e",1,"6",1,1,1,30,"cash",500,"neg",90,"voucher",300,"pos","SQ","SQ","SQ","SQ"
"245290c5-da5b-0e27-5889-a77948d90f1e",1,"7",1,0,0,30,"donate",300,"neg",60,"voucher",160,"pos","SQ","SQ","SQ","SQ"
"245290c5-da5b-0e27-5889-a77948d90f1e",1,"8",2,1,2,90,"donate",300,"pos",30,"voucher",160,"neg","SQ","SQ","SQ","SQ"
"8195fb32-114a-0e35-9f7e-ccbe023dc4f4",1,"1",2,0,0,90,"donate",160,"neg",60,"cash",500,"pos","SQ","SQ","SQ","SQ"
"8195fb32-114a-0e35-9f7e-ccbe023dc4f4",1,"2",1,0,0,90,"cash",500,"neg",60,"donate",300,"pos","SQ","SQ","SQ","SQ"
"8195fb32-114a-0e35-9f7e-ccbe023dc4f4",1,"3",2,1,2,30,"donate",160,"pos",90,"cash",300,"neg","SQ","SQ","SQ","SQ"
"8195fb32-114a-0e35-9f7e-ccbe023dc4f4",1,"4",1,1,1,30,"cash",500,"pos",60,"donate",300,"neg","SQ","SQ","SQ","SQ"
"8195fb32-114a-0e35-9f7e-ccbe023dc4f4",1,"5",1,0,0,90,"voucher",160,"pos",30,"cash",300,"neg","SQ","SQ","SQ","SQ"
"8195fb32-114a-0e35-9f7e-ccbe023dc4f4",1,"6",1,1,1,30,"cash",500,"neg",90,"voucher",300,"pos","SQ","SQ","SQ","SQ"
"8195fb32-114a-0e35-9f7e-ccbe023dc4f4",1,"7",1,1,1,30,"donate",300,"neg",60,"voucher",160,"pos","SQ","SQ","SQ","SQ"
"8195fb32-114a-0e35-9f7e-ccbe023dc4f4",1,"8",2,0,0,90,"donate",300,"pos",30,"voucher",160,"neg","SQ","SQ","SQ","SQ"
"c520f493-c07c-9db6-2bdf-c30ba0ee5554",1,"1",2,1,2,90,"donate",160,"neg",60,"cash",500,"pos","SQ","SQ","SQ","SQ"
"c520f493-c07c-9db6-2bdf-c30ba0ee5554",1,"2",2,1,2,90,"cash",500,"neg",60,"donate",300,"pos","SQ","SQ","SQ","SQ"
"c520f493-c07c-9db6-2bdf-c30ba0ee5554",1,"3",1,1,1,30,"donate",160,"pos",90,"cash",300,"neg","SQ","SQ","SQ","SQ"
"c520f493-c07c-9db6-2bdf-c30ba0ee5554",1,"4",1,1,1,30,"cash",500,"pos",60,"donate",300,"neg","SQ","SQ","SQ","SQ"
"c520f493-c07c-9db6-2bdf-c30ba0ee5554",1,"5",2,1,2,90,"voucher",160,"pos",30,"cash",300,"neg","SQ","SQ","SQ","SQ"
"c520f493-c07c-9db6-2bdf-c30ba0ee5554",1,"6",1,1,1,30,"cash",500,"neg",90,"voucher",300,"pos","SQ","SQ","SQ","SQ"
"c520f493-c07c-9db6-2bdf-c30ba0ee5554",1,"7",1,1,1,30,"donate",300,"neg",60,"voucher",160,"pos","SQ","SQ","SQ","SQ"
"c520f493-c07c-9db6-2bdf-c30ba0ee5554",1,"8",2,1,2,90,"donate",300,"pos",30,"voucher",160,"neg","SQ","SQ","SQ","SQ"
"d337814e-8149-3eb0-4702-b61cd3aada88",1,"1",2,1,2,90,"donate",160,"neg",60,"cash",500,"pos","SQ","SQ","SQ","SQ"
"d337814e-8149-3eb0-4702-b61cd3aada88",1,"2",1,1,1,90,"cash",500,"neg",60,"donate",300,"pos","SQ","SQ","SQ","SQ"
"d337814e-8149-3eb0-4702-b61cd3aada88",1,"3",2,1,2,30,"donate",160,"pos",90,"cash",300,"neg","SQ","SQ","SQ","SQ"
"d337814e-8149-3eb0-4702-b61cd3aada88",1,"4",1,1,1,30,"cash",500,"pos",60,"donate",300,"neg","SQ","SQ","SQ","SQ"
"d337814e-8149-3eb0-4702-b61cd3aada88",1,"5",2,1,2,90,"voucher",160,"pos",30,"cash",300,"neg","SQ","SQ","SQ","SQ"
"d337814e-8149-3eb0-4702-b61cd3aada88",1,"6",1,1,1,30,"cash",500,"neg",90,"voucher",300,"pos","SQ","SQ","SQ","SQ"
"d337814e-8149-3eb0-4702-b61cd3aada88",1,"7",2,1,2,30,"donate",300,"neg",60,"voucher",160,"pos","SQ","SQ","SQ","SQ"
"d337814e-8149-3eb0-4702-b61cd3aada88",1,"8",2,1,2,90,"donate",300,"pos",30,"voucher",160,"neg","SQ","SQ","SQ","SQ"
"b7fc62a8-8994-0f87-8de4-55d7c41ad46c",1,"1",2,1,2,90,"donate",160,"neg",60,"cash",500,"pos","SQ","SQ","SQ","SQ"
"b7fc62a8-8994-0f87-8de4-55d7c41ad46c",1,"2",2,1,2,90,"cash",500,"neg",60,"donate",300,"pos","SQ","SQ","SQ","SQ"
"b7fc62a8-8994-0f87-8de4-55d7c41ad46c",1,"3",1,1,1,30,"donate",160,"pos",90,"cash",300,"neg","SQ","SQ","SQ","SQ"
"b7fc62a8-8994-0f87-8de4-55d7c41ad46c",1,"4",1,1,1,30,"cash",500,"pos",60,"donate",300,"neg","SQ","SQ","SQ","SQ"
"b7fc62a8-8994-0f87-8de4-55d7c41ad46c",1,"5",2,1,2,90,"voucher",160,"pos",30,"cash",300,"neg","SQ","SQ","SQ","SQ"
"b7fc62a8-8994-0f87-8de4-55d7c41ad46c",1,"6",1,1,1,30,"cash",500,"neg",90,"voucher",300,"pos","SQ","SQ","SQ","SQ"
"b7fc62a8-8994-0f87-8de4-55d7c41ad46c",1,"7",1,1,1,30,"donate",300,"neg",60,"voucher",160,"pos","SQ","SQ","SQ","SQ"
"b7fc62a8-8994-0f87-8de4-55d7c41ad46c",1,"8",2,1,2,90,"donate",300,"pos",30,"voucher",160,"neg","SQ","SQ","SQ","SQ"
"61bd01ac-31e6-51a2-cce0-369611b63b7d",1,"1",2,1,2,90,"donate",160,"neg",60,"cash",500,"pos","SQ","SQ","SQ","SQ"
"61bd01ac-31e6-51a2-cce0-369611b63b7d",1,"2",1,1,1,90,"cash",500,"neg",60,"donate",300,"pos","SQ","SQ","SQ","SQ"
"61bd01ac-31e6-51a2-cce0-369611b63b7d",1,"3",2,1,2,30,"donate",160,"pos",90,"cash",300,"neg","SQ","SQ","SQ","SQ"
"61bd01ac-31e6-51a2-cce0-369611b63b7d",1,"4",1,1,1,30,"cash",500,"pos",60,"donate",300,"neg","SQ","SQ","SQ","SQ"
"61bd01ac-31e6-51a2-cce0-369611b63b7d",1,"5",2,1,2,90,"voucher",160,"pos",30,"cash",300,"neg","SQ","SQ","SQ","SQ"
"61bd01ac-31e6-51a2-cce0-369611b63b7d",1,"6",1,1,1,30,"cash",500,"neg",90,"voucher",300,"pos","SQ","SQ","SQ","SQ"
"61bd01ac-31e6-51a2-cce0-369611b63b7d",1,"7",2,1,2,30,"donate",300,"neg",60,"voucher",160,"pos","SQ","SQ","SQ","SQ"
"61bd01ac-31e6-51a2-cce0-369611b63b7d",1,"8",2,1,2,90,"donate",300,"pos",30,"voucher",160,"neg","SQ","SQ","SQ","SQ"
"e0c492ce-f8b8-ffea-b582-a5efb456d30d",1,"1",2,1,2,90,"donate",160,"neg",60,"cash",500,"pos","SQ","SQ","SQ","SQ"
"e0c492ce-f8b8-ffea-b582-a5efb456d30d",1,"2",1,1,1,90,"cash",500,"neg",60,"donate",300,"pos","SQ","SQ","SQ","SQ"
"e0c492ce-f8b8-ffea-b582-a5efb456d30d",1,"3",2,1,2,30,"donate",160,"pos",90,"cash",300,"neg","SQ","SQ","SQ","SQ"
"e0c492ce-f8b8-ffea-b582-a5efb456d30d",1,"4",1,1,1,30,"cash",500,"pos",60,"donate",300,"neg","SQ","SQ","SQ","SQ"
"e0c492ce-f8b8-ffea-b582-a5efb456d30d",1,"5",1,1,1,90,"voucher",160,"pos",30,"cash",300,"neg","SQ","SQ","SQ","SQ"
"e0c492ce-f8b8-ffea-b582-a5efb456d30d",1,"6",1,1,1,30,"cash",500,"neg",90,"voucher",300,"pos","SQ","SQ","SQ","SQ"
"e0c492ce-f8b8-ffea-b582-a5efb456d30d",1,"7",2,1,2,30,"donate",300,"neg",60,"voucher",160,"pos","SQ","SQ","SQ","SQ"
"e0c492ce-f8b8-ffea-b582-a5efb456d30d",1,"8",2,1,2,90,"donate",300,"pos",30,"voucher",160,"neg","SQ","SQ","SQ","SQ"
"8d2b5168-a181-20e5-5a24-66000c0bb2af",1,"1",2,1,2,90,"donate",160,"neg",60,"cash",500,"pos","SQ","SQ","SQ","SQ"
"8d2b5168-a181-20e5-5a24-66000c0bb2af",1,"2",1,1,1,90,"cash",500,"neg",60,"donate",300,"pos","SQ","SQ","SQ","SQ"
"8d2b5168-a181-20e5-5a24-66000c0bb2af",1,"3",2,1,2,30,"donate",160,"pos",90,"cash",300,"neg","SQ","SQ","SQ","SQ"
"8d2b5168-a181-20e5-5a24-66000c0bb2af",1,"4",1,1,1,30,"cash",500,"pos",60,"donate",300,"neg","SQ","SQ","SQ","SQ"
"8d2b5168-a181-20e5-5a24-66000c0bb2af",1,"5",2,1,2,90,"voucher",160,"pos",30,"cash",300,"neg","SQ","SQ","SQ","SQ"
"8d2b5168-a181-20e5-5a24-66000c0bb2af",1,"6",1,1,1,30,"cash",500,"neg",90,"voucher",300,"pos","SQ","SQ","SQ","SQ"
"8d2b5168-a181-20e5-5a24-66000c0bb2af",1,"7",2,1,2,30,"donate",300,"neg",60,"voucher",160,"pos","SQ","SQ","SQ","SQ"
"8d2b5168-a181-20e5-5a24-66000c0bb2af",1,"8",2,1,2,90,"donate",300,"pos",30,"voucher",160,"neg","SQ","SQ","SQ","SQ"
"d127f70a-0f99-a48b-5646-c00c40d95cdb",1,"1",2,1,2,90,"donate",160,"neg",60,"cash",500,"pos","SQ","SQ","SQ","SQ"
"d127f70a-0f99-a48b-5646-c00c40d95cdb",1,"2",1,0,0,90,"cash",500,"neg",60,"donate",300,"pos","SQ","SQ","SQ","SQ"
"d127f70a-0f99-a48b-5646-c00c40d95cdb",1,"3",2,1,2,30,"donate",160,"pos",90,"cash",300,"neg","SQ","SQ","SQ","SQ"
"d127f70a-0f99-a48b-5646-c00c40d95cdb",1,"4",1,1,1,30,"cash",500,"pos",60,"donate",300,"neg","SQ","SQ","SQ","SQ"
"d127f70a-0f99-a48b-5646-c00c40d95cdb",1,"5",2,1,2,90,"voucher",160,"pos",30,"cash",300,"neg","SQ","SQ","SQ","SQ"
"d127f70a-0f99-a48b-5646-c00c40d95cdb",1,"6",1,1,1,30,"cash",500,"neg",90,"voucher",300,"pos","SQ","SQ","SQ","SQ"
"d127f70a-0f99-a48b-5646-c00c40d95cdb",1,"7",2,1,2,30,"donate",300,"neg",60,"voucher",160,"pos","SQ","SQ","SQ","SQ"
"d127f70a-0f99-a48b-5646-c00c40d95cdb",1,"8",2,1,2,90,"donate",300,"pos",30,"voucher",160,"neg","SQ","SQ","SQ","SQ"
"2e559ffc-a100-72b6-5fb0-a87ee80f3420",1,"1",2,1,2,90,"donate",160,"neg",60,"cash",500,"pos","SQ","SQ","SQ","SQ"
"2e559ffc-a100-72b6-5fb0-a87ee80f3420",1,"2",1,1,1,90,"cash",500,"neg",60,"donate",300,"pos","SQ","SQ","SQ","SQ"
"2e559ffc-a100-72b6-5fb0-a87ee80f3420",1,"3",2,1,2,30,"donate",160,"pos",90,"cash",300,"neg","SQ","SQ","SQ","SQ"
